max_speed,speed,acceleration,lookahead,mae
5.0,5.0,0.2,30.0,16.16711956521738
5.0,5.0,0.2,25.0,16.300951086956513
5.0,5.0,0.2,20.0,16.5203804347826
5.0,5.0,0.2,15.0,16.762228260869556
5.0,5.0,0.2,10.0,17.007472826086946
5.0,5.0,0.1778888888888889,30.0,16.101222826086946
5.0,5.0,0.1778888888888889,25.0,16.293478260869556
5.0,5.0,0.1778888888888889,20.0,16.44836956521738
5.0,5.0,0.1778888888888889,15.0,16.699728260869556
5.0,5.0,0.1778888888888889,10.0,16.96399456521738
5.0,5.0,0.1557777777777778,30.0,16.130434782608685
5.0,5.0,0.1557777777777778,25.0,16.24116847826086
5.0,5.0,0.1557777777777778,20.0,16.38179347826086
5.0,5.0,0.1557777777777778,15.0,16.626358695652165
5.0,5.0,0.1557777777777778,10.0,16.88586956521738
5.0,5.0,0.13366666666666668,30.0,15.983695652173903
5.0,5.0,0.13366666666666668,25.0,16.134510869565208
5.0,5.0,0.13366666666666668,20.0,16.309103260869556
5.0,5.0,0.13366666666666668,15.0,16.51154891304347
5.0,5.0,0.13366666666666668,10.0,16.79891304347825
5.0,5.0,0.11155555555555556,30.0,15.858016304347816
5.0,5.0,0.11155555555555556,25.0,16.008152173913032
5.0,5.0,0.11155555555555556,20.0,16.179347826086946
5.0,5.0,0.11155555555555556,15.0,16.362771739130427
5.0,5.0,0.11155555555555556,10.0,16.664402173913032
5.0,5.0,0.08944444444444445,30.0,15.608695652173909
5.0,5.0,0.08944444444444445,25.0,15.822010869565213
5.0,5.0,0.08944444444444445,20.0,15.938179347826077
5.0,5.0,0.08944444444444445,15.0,16.24999999999999
5.0,5.0,0.08944444444444445,10.0,16.482336956521728
5.0,5.0,0.06733333333333334,30.0,15.322010869565208
5.0,5.0,0.06733333333333334,25.0,15.425271739130425
5.0,5.0,0.06733333333333334,20.0,15.793478260869556
5.0,5.0,0.06733333333333334,15.0,15.958559782608686
5.0,5.0,0.06733333333333334,10.0,16.107336956521728
5.0,5.0,0.045222222222222226,30.0,14.74116847826086
5.0,5.0,0.045222222222222226,25.0,14.818614130434778
5.0,5.0,0.045222222222222226,20.0,15.304347826086946
5.0,5.0,0.045222222222222226,15.0,15.417119565217382
5.0,5.0,0.045222222222222226,10.0,15.699728260869556
5.0,5.0,0.023111111111111114,30.0,13.395380434782604
5.0,5.0,0.023111111111111114,25.0,13.543478260869561
5.0,5.0,0.023111111111111114,20.0,13.688179347826077
5.0,5.0,0.023111111111111114,15.0,14.194972826086952
5.0,5.0,0.023111111111111114,10.0,14.49999999999999
5.0,5.0,0.001,30.0,4.117527173913054
5.0,5.0,0.001,25.0,3.69225543478262
5.0,5.0,0.001,20.0,4.379076086956522
5.0,5.0,0.001,15.0,4.298233695652187
5.0,5.0,0.001,10.0,4.147418478260883
5.0,4.4375,0.2,30.0,16.173233695652165
5.0,4.4375,0.2,25.0,16.300951086956513
5.0,4.4375,0.2,20.0,16.523097826086946
5.0,4.4375,0.2,15.0,16.766983695652165
5.0,4.4375,0.2,10.0,17.016304347826075
5.0,4.4375,0.1778888888888889,30.0,16.10665760869564
5.0,4.4375,0.1778888888888889,25.0,16.296195652173903
5.0,4.4375,0.1778888888888889,20.0,16.452445652173903
5.0,4.4375,0.1778888888888889,15.0,16.701086956521728
5.0,4.4375,0.1778888888888889,10.0,16.962635869565208
5.0,4.4375,0.1557777777777778,30.0,16.13654891304347
5.0,4.4375,0.1557777777777778,25.0,16.2547554347826
5.0,4.4375,0.1557777777777778,20.0,16.39266304347825
5.0,4.4375,0.1557777777777778,15.0,16.60529891304347
5.0,4.4375,0.1557777777777778,10.0,16.875679347826075
5.0,4.4375,0.13366666666666668,30.0,15.999999999999995
5.0,4.4375,0.13366666666666668,25.0,16.170516304347817
5.0,4.4375,0.13366666666666668,20.0,16.353260869565208
5.0,4.4375,0.13366666666666668,15.0,16.521059782608685
5.0,4.4375,0.13366666666666668,10.0,16.78124999999999
5.0,4.4375,0.11155555555555556,30.0,15.85258152173912
5.0,4.4375,0.11155555555555556,25.0,15.997282608695647
5.0,4.4375,0.11155555555555556,20.0,16.193614130434774
5.0,4.4375,0.11155555555555556,15.0,16.382472826086946
5.0,4.4375,0.11155555555555556,10.0,16.65353260869564
5.0,4.4375,0.08944444444444445,30.0,15.633152173913034
5.0,4.4375,0.08944444444444445,25.0,15.783967391304339
5.0,4.4375,0.08944444444444445,20.0,15.964673913043468
5.0,4.4375,0.08944444444444445,15.0,16.273097826086946
5.0,4.4375,0.08944444444444445,10.0,16.414402173913032
5.0,4.4375,0.06733333333333334,30.0,15.28668478260869
5.0,4.4375,0.06733333333333334,25.0,15.465353260869556
5.0,4.4375,0.06733333333333334,20.0,15.827445652173903
5.0,4.4375,0.06733333333333334,15.0,15.96874999999999
5.0,4.4375,0.06733333333333334,10.0,16.135190217391294
5.0,4.4375,0.045222222222222226,30.0,14.703804347826082
5.0,4.4375,0.045222222222222226,25.0,14.824728260869556
5.0,4.4375,0.045222222222222226,20.0,15.268342391304339
5.0,4.4375,0.045222222222222226,15.0,15.360733695652163
5.0,4.4375,0.045222222222222226,10.0,15.509510869565208
5.0,4.4375,0.023111111111111114,30.0,13.350543478260864
5.0,4.4375,0.023111111111111114,25.0,13.603940217391294
5.0,4.4375,0.023111111111111114,20.0,13.745923913043468
5.0,4.4375,0.023111111111111114,15.0,14.235054347826077
5.0,4.4375,0.023111111111111114,10.0,14.32608695652173
5.0,4.4375,0.001,30.0,4.029891304347837
5.0,4.4375,0.001,25.0,4.321331521739153
