max_speed,speed,acceleration,lookahead,mae
2.5,2.5,0.01,30.0,10.744565217391296
2.5,2.5,0.01,25.0,10.649456521739122
2.5,2.5,0.01,20.0,10.813858695652167
2.5,2.5,0.01,15.0,11.682065217391298
2.5,2.5,0.01,10.0,11.688179347826077
2.5,2.5,0.0088,30.0,10.326766304347819
2.5,2.5,0.0088,25.0,10.667119565217384
2.5,2.5,0.0088,20.0,10.491847826086948
2.5,2.5,0.0088,15.0,11.22826086956521
2.5,2.5,0.0088,10.0,11.30570652173912
2.5,2.5,0.007600000000000001,30.0,9.79279891304347
2.5,2.5,0.007600000000000001,25.0,9.873641304347817
2.5,2.5,0.007600000000000001,20.0,9.59646739130434
2.5,2.5,0.007600000000000001,15.0,10.7860054347826
2.5,2.5,0.007600000000000001,10.0,10.780570652173905
2.5,2.5,0.0064,30.0,9.058423913043471
2.5,2.5,0.0064,25.0,9.260869565217384
2.5,2.5,0.0064,20.0,8.872961956521731
2.5,2.5,0.0064,15.0,9.981657608695645
2.5,2.5,0.0064,10.0,10.374320652173905
2.5,2.5,0.0052,30.0,8.182744565217382
2.5,2.5,0.0052,25.0,8.057744565217382
2.5,2.5,0.0052,20.0,8.302309782608686
2.5,2.5,0.0052,15.0,9.095788043478253
2.5,2.5,0.0052,10.0,9.315217391304339
2.5,2.5,0.004,30.0,7.120244565217383
2.5,2.5,0.004,25.0,7.1752717391304275
2.5,2.5,0.004,20.0,6.913722826086946
2.5,2.5,0.004,15.0,7.775135869565209
2.5,2.5,0.004,10.0,8.271059782608685
2.5,2.333333333333333,0.01,30.0,10.868206521739122
2.5,2.333333333333333,0.01,25.0,10.908288043478253
2.5,2.333333333333333,0.01,20.0,10.988451086956514
2.5,2.333333333333333,0.01,15.0,11.72146739130434
2.5,2.333333333333333,0.01,10.0,11.735733695652163
2.5,2.333333333333333,0.0088,30.0,10.269021739130427
2.5,2.333333333333333,0.0088,25.0,10.225543478260862
2.5,2.333333333333333,0.0088,20.0,10.5360054347826
2.5,2.333333333333333,0.0088,15.0,11.014266304347819
2.5,2.333333333333333,0.0088,10.0,11.333559782608686
2.5,2.333333333333333,0.007600000000000001,30.0,9.790081521739124
2.5,2.333333333333333,0.007600000000000001,25.0,10.119565217391298
2.5,2.333333333333333,0.007600000000000001,20.0,9.83967391304347
2.5,2.333333333333333,0.007600000000000001,15.0,10.749999999999993
2.5,2.333333333333333,0.007600000000000001,10.0,10.825407608695643
2.5,2.333333333333333,0.0064,30.0,9.08559782608695
2.5,2.333333333333333,0.0064,25.0,9.081521739130427
2.5,2.333333333333333,0.0064,20.0,9.611413043478253
2.5,2.333333333333333,0.0064,15.0,10.26834239130434
2.5,2.333333333333333,0.0064,10.0,10.099184782608688
2.5,2.333333333333333,0.0052,30.0,8.229619565217382
2.5,2.333333333333333,0.0052,25.0,8.110054347826079
2.5,2.333333333333333,0.0052,20.0,8.68070652173912
2.5,2.333333333333333,0.0052,15.0,9.23029891304347
2.5,2.333333333333333,0.0052,10.0,9.331521739130427
2.5,2.333333333333333,0.004,30.0,7.283288043478251
2.5,2.333333333333333,0.004,25.0,7.142663043478252
2.5,2.333333333333333,0.004,20.0,6.877717391304339
2.5,2.333333333333333,0.004,15.0,8.10054347826086
2.5,2.333333333333333,0.004,10.0,8.19429347826086
2.5,2.1666666666666665,0.01,30.0,10.674592391304339
2.5,2.1666666666666665,0.01,25.0,10.845788043478253
2.5,2.1666666666666665,0.01,20.0,10.930706521739124
2.5,2.1666666666666665,0.01,15.0,11.735054347826077
2.5,2.1666666666666665,0.01,10.0,11.832201086956513
2.5,2.1666666666666665,0.0088,30.0,10.337635869565208
2.5,2.1666666666666665,0.0088,25.0,10.695652173913034
2.5,2.1666666666666665,0.0088,20.0,10.46467391304347
2.5,2.1666666666666665,0.0088,15.0,11.180027173913036
2.5,2.1666666666666665,0.0088,10.0,11.442255434782599
2.5,2.1666666666666665,0.007600000000000001,30.0,9.757472826086948
2.5,2.1666666666666665,0.007600000000000001,25.0,9.709918478260862
2.5,2.1666666666666665,0.007600000000000001,20.0,9.72554347826086
2.5,2.1666666666666665,0.007600000000000001,15.0,10.599184782608688
2.5,2.1666666666666665,0.007600000000000001,10.0,10.750679347826079
2.5,2.1666666666666665,0.0064,30.0,9.14741847826086
2.5,2.1666666666666665,0.0064,25.0,9.006793478260862
2.5,2.1666666666666665,0.0064,20.0,9.317934782608686
2.5,2.1666666666666665,0.0064,15.0,9.87092391304347
2.5,2.1666666666666665,0.0064,10.0,10.175271739130427
2.5,2.1666666666666665,0.0052,30.0,8.391983695652165
2.5,2.1666666666666665,0.0052,25.0,8.42866847826086
2.5,2.1666666666666665,0.0052,20.0,7.953804347826077
2.5,2.1666666666666665,0.0052,15.0,9.233016304347816
2.5,2.1666666666666665,0.0052,10.0,9.370244565217382
2.5,2.1666666666666665,0.004,30.0,7.17187499999999
2.5,2.1666666666666665,0.004,25.0,7.032608695652164
2.5,2.1666666666666665,0.004,20.0,7.18070652173912
2.5,2.1666666666666665,0.004,15.0,7.7092391304347725
2.5,2.1666666666666665,0.004,10.0,7.999320652173903
2.5,2.0,0.01,30.0,10.697010869565208
2.5,2.0,0.01,25.0,10.946331521739122
2.5,2.0,0.01,20.0,10.981657608695645
2.5,2.0,0.01,15.0,11.614130434782599
2.5,2.0,0.01,10.0,11.699048913043471
